Reference S. 158,Latin text,,Type,,Weight,,,,Origin,Va1 (a.c.),Va1 (p.c.),Va2 (a.c.),Va2 (p.c.),Va3 (a.c.),Va3 (p.c.),Va4 (a.c.),Va4 (p.c.),Va5 (a.c.),Va5 (p.c.),Va6 (a.c.),Va6 (p.c.),Vb1 (a.c.),Vb1 (p.c.),Vb2 (a.c.),Vb2 (p.c.),Vb3 (a.c.),Vb3 (p.c.),Vb4 (a.c.),Vb4 (p.c.),Vb5 (a.c.),Vb5 (p.c.),Vb6 (a.c.),Vb6 (p.c.),Vb9 (a.c.),Vb9 (p.c.),Vb10 (a.c.),Vb10 (p.c.,Vb11 (a.c.),Vb11 (p.c.),Vb12 (a.c.),Vb12 (p.c.),Vb13 (a.c.),Vb13 (p.c.),Vb14 (a.c.),Vb14 (p.c.),Vb15 (a.c.),Vb15 (p.c.),Vb17 (a.c.),Vb17 (p.c.),Vb18,Vb19 (a.c.),Vb19 (p.c.),Vb20 (a.c.),Vb20 (p.c.),Vb21 (a.c.),Vb21 (p.c.),Vb23 (a.c.),Vb23 (p.c.),Vb24 (a.c.),Vb24 (p.c.),Vb25 (a.c.),Vb25 (p.c.),Vb26 (a.c.),Vb26 (p.c.),Vb27 (a.c.),Vb27 (p.c.)
,Reference text (Maur),Variant,Type,"Context (Bibl., fixed express., etc)",Not easily corrected,Not easily independently made,Length (impact on text),Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Titles not yet incorporated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.8,res,rex,LEX,,1,1,1,3,REX = DEUS?,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
,,spes,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
116.1,peregrinationi,peregrinatione,GR,,1,0,0,1,INTERCHANGEABLE,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,$,1,$,0,$,0,$,1,$,0,$,0,$,0,$,1,$,0,$,1,$,0,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$
,,in peregrinatione,GR,,1,0,0,1,INTERCHANGEABLE,0,$,0,$,1,$,1,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
116.2,consolatur,consolatur nos,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
116.3,in,/,OM,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$
116.4,uia,uitae,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
117.1,ambulando,/,OM,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,in uia,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$
117.2,laborem,laboram?,GR,,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
117.3,spem,/,OM,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
118.1,perueniendi,ueniendi,LEX,,1,0,0,1,,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
118.2,ergo,ergo fratres,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
118.3,hic,hinc,LEX,,1,0,0,1,INTERCHANGEABLE,1,$,1,$,1,$,0,$,1,$,1,$,0,$,0,$,1,$,1,$,1,$,0,$,0,$,1,$,0,$,0,$,0,$,1,$,0,$,1,$,0,0,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$
,,/,OM,,1,1,1,3,,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,nunc,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,1,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$
119.1,peregrinationis,peregrinationi,GR,,0,0,0,0,INTERCHANGEABLE,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,$,1,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
119.2,apostolum,paulum,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
120.1,nobismetipsis,nobis ipsis,LEX,BIBL,1,1,0,2,,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,nobismetipsos,GR,BIBL,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
120.2,ubi,ibi,LEX,,1,0,0,1,INTERCHANGEABLE,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$
120.3,iam,/,OM,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,$,0,$,0,$,0,$,1,$,1,$,0,$,0,$,1,$,1,$,1,$,0,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
120.4,non,/,OM,,1,1,1,3,ALSO CORRECT IF QUESTION,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,1,$,0,$,1,1,$,1,$,0,$,1,$,0,$,0,$,0,$,1,$
120.5,dici,dici dici,REP,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$
,,duci,LEX,,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
120.6,illa felicitas,felicitas illa,INV,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$
120.7,felicitas,infelicitas,LEX,,1,1,1,3,CFR 120.3?,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
120.8,qua,quas,GR,,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
121.1,transiit,transit,GR,BIBL,1,0,0,1,,1,$,0,$,1,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,transibit,GR,BIBL,1,0,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,transiet,GR,BIBL,1,0,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,1,$,1,$,1,$,1,$
121.2,inquit,/,OM,,1,1,1,3,,1,$,0,$,1,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
121.3,in,/,OM,BIBL,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
121.4,in nobismetipsis ingemiscimus,ingemiscimus in nobismetipsis,INV,BIBL,0,1,1,2,,1,$,0,$,1,$,0,$,1,$,1,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
123.1,enim salui,enim spe salui,ADD,BIBL,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$
123.2,autem,enim,LEX,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
123.3,si enim uidet quis quid sperat,/,OM,,1,0,2,3,,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
123.4,quid,quod,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,quis,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
124.1,quod,quae,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
124.2,uidemus,uidimus,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
124.3,ergo,/,OM,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
125.1,coronabantur,coronantur,GR,,0,1,0,1,OIV IMPERFECTA,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,1,$,1,$,0,$,1,$,0,$,0,$,1,$,0,$,
125.2,contemnebant,contemplabantur,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
,,contemnebat,GR,,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,
125.3,hac,haec,GR,,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
126.1,christi,dei,LEX,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,
126.2,an1,/,OM,BIBL,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
127.1,fames,famis,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
127.2,nuditas,nuditas an periculum,ADD,BIBL,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,0,$,1,$,0,$,1,$,0,$,0,$,0,$,1,$,
127.3,an_2,an pe,ADD,BIBL,0,1,1,?,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
127.4,quia1,qua,LEX,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
127.5,et,/,OM,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
127.6,et ubi est propter quem quia propter te,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
127.7,et ubi est propter quem quia propter te inquit mortificamur tota die propter te,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,
128.1,inquit,/,OM,,1,1,1,3,,1,$,0,$,1,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
128.2,mortificamur,mortificabimur,GR,BIBL,0,1,0,1,,0,$,1,$,0,$,1,$,0,$,0,$,0,$,0,$,1,$,1,$,1,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,$,1,0,$,0,$,0,$,0,$,0,$,BE591  (before it was corrected in a second stage of correction)
128.3,tota,tote,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,
128.4,est,/,OM,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
129.1,et,/,OM,,1,0,1,2,,1,$,0,$,1,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
129.2,ipsa,/,OM,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,1,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
129.3,nos,uos,LEX,,1,0,1,2,OIV BIBL 130.3,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$
130.1,habitare christum,christum habitare,INV,BIBL,0,1,1,2,,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
130.2,per fidem1,/,OM,BIBL,0,1,1,2,,1,$,0,$,1,$,0,$,1,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
130.3,nostris,uestris,LEX,BIBL,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,$
130.4,fidem_2,/,OM,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
130.5,tunc,nunc,LEX,,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
130.6,per_3,/,OM,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
131.1,quamdiu1,quamdiu sumus,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,$
131.2,quamdiu in uia,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
131.3,in peregrinatione,in hac peregrinatione,ADD,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
131.4,peregrinatione,peregrinatione sumus,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
131.5,enim sumus,sumus enim,INV,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
131.6,in corpore,in hoc corpore,ADD,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
132.1,domino,deo,LEX,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
132.2,ambulamus,ambulamus et,ADD,BIBL,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
,,ambulemus,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
133.1,est,/,OM,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,1,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$
134.1,deus omnia,omnia deus,INV,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
134.2,quaerebas,requirebas,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
134.3,quaerebas quidquid hic,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
134.4,hic_2,/,OM,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,1,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$
134.5,quaerebas quidquid hic pro magno habebas ipse tibi erit quid hic,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
135.1,erit,erit iam enim exaltabit caput meum,ADD,,1,1,2,4,INSERTED IN THE WRONG PLACE IN THE MS.,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$
,,erit iam enim exaltauit caput meum,ADD,,1,1,2,4,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
135.2,quid1,quidquid,LEX,,1,1,1,3,,1,$,1,$,1,$,$,1,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,0,$,1,$,1,$,1,$,1,$,1,$,1,$,1,1,$,1,$,1,$,0,$,1,$,1,$,0,$,0,$
,,quid est quod,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,1,$,0,$
,,quid est quid,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,$,1,0,$
135.3,quid hic uolebas,potus,LEX,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
135.4,quid_2,quid hic,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
,,quidquid hic,ADD,,1,1,1,3,,1,$,1,$,1,$,1,$,1,$,1,$,0,$,0,$,0,$,1,$,1,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,1,$,0,$,1,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$
